284,2,73,2365,38,2021-11-03 00:03
285,8,84,1057,34,2021-08-09 00:04
286,6,85,1600,35,2021-01-05 00:05
287,3,70,1187,29,2021-07-31 00:06
288,20,79,2187,30,2021-11-18 00:07
289,15,72,1010,33,2021-12-22 00:08
290,18,78,1844,37,2021-12-27 00:09
291,6,77,2575,32,2021-08-14 00:00
292,7,75,2870,34,2021-10-16 00:01
293,9,78,1858,35,2021-11-07 00:02
294,10,75,2631,33,2021-08-06 00:03
295,12,77,2985,33,2021-04-02 00:04
296,9,79,1099,33,2021-04-30 00:05
297,4,73,1924,38,2021-03-05 00:06
298,14,81,1906,35,2021-08-30 00:07
299,19,84,2670,35,2021-01-09 00:08
300,19,84,2792,38,2021-08-16 00:09
301,4,78,1851,33,2021-10-22 00:00
302,10,73,2595,36,2021-08-30 00:01
303,8,72,2885,29,2021-05-30 00:02
304,7,81,2280,36,2021-06-21 00:03
305,12,85,2857,37,2021-10-17 00:04
306,6,73,1482,36,2021-08-03 00:05
307,7,71,1111,34,2021-07-30 00:06
308,3,84,2514,31,2021-02-08 00:07
309,9,76,2071,36,2021-08-14 00:08
310,20,71,2067,31,2021-01-07 00:09
311,15,82,1853,36,2021-03-29 00:00
312,5,73,2056,34,2021-12-08 00:01
313,17,72,2001,35,2021-07-13 00:02
314,13,83,2166,34,2021-09-08 00:03
315,8,71,2403,37,2021-08-10 00:04
316,12,71,2121,32,2021-08-22 00:05
317,16,83,1057,37,2021-03-28 00:06
318,11,72,2492,29,2021-03-22 00:07
319,12,81,1834,33,2021-10-26 00:08
320,12,78,2689,30,2021-02-07 00:09
321,19,70,2540,30,2021-10-06 00:00
322,7,74,1146,33,2021-09-30 00:01
323,8,86,2493,35,2021-12-03 00:02
324,20,73,1563,30,2021-07-29 00:03
325,1,72,1727,33,2021-06-28 00:04
326,17,82,1037,31,2021-03-09 00:05
327,10,70,1588,31,2021-07-12 00:06
328,20,72,2788,30,2021-07-29 00:07
329,1,82,2920,29,2021-07-10 00:08
330,13,75,2921,33,2021-04-08 00:09
331,14,73,2155,37,2021-11-08 00:00
332,13,70,2322,35,2021-10-07 00:01
333,2,72,2764,38,2021-01-26 00:02
334,17,86,2988,38,2021-08-13 00:03
335,17,82,1420,36,2021-10-06 00:04
336,8,85,2617,34,2021-01-29 00:05
337,14,85,2452,30,2021-06-03 00:06
338,20,79,1082,30,2021-07-29 00:07
339,10,70,2292,36,2021-05-21 00:08
340,9,83,2679,37,2021-04-23 00:09
341,12,84,1565,33,2021-05-09 00:00
342,3,72,2678,34,2021-11-23 00:01
343,19,80,1461,32,2021-10-26 00:02
344,11,80,1231,33,2021-08-01 00:03
345,11,86,1372,30,2021-12-30 00:04
346,7,70,2031,38,2021-07-24 00:05
347,5,80,2468,29,2021-03-04 00:06
348,3,78,2414,36,2021-03-30 00:07
349,19,82,2561,34,2021-04-02 00:08
350,2,78,1008,38,2021-07-10 00:09
351,6,78,1978,29,2021-12-03 00:00
352,12,70,2319,32,2021-09-29 00:01
353,5,77,1480,37,2021-03-11 00:02
354,16,86,1366,31,2021-03-09 00:03
355,5,85,1958,37,2021-02-08 00:04
356,6,81,2879,37,2021-05-20 00:05
357,16,77,2163,36,2021-09-21 00:06
358,19,74,1790,34,2021-11-15 00:07
359,16,86,2046,32,2021-01-26 00:08
360,8,72,2537,36,2021-01-05 00:09
361,4,74,2111,35,2021-12-22 00:00
362,12,79,2653,33,2021-04-01 00:01
363,10,85,2139,30,2021-02-15 00:02
364,20,70,1705,35,2021-09-14 00:03
365,6,82,1657,32,2021-12-12 00:04
366,2,81,1437,38,2021-01-28 00:05
367,20,78,1344,32,2021-06-20 00:06
368,8,79,2578,29,2021-05-25 00:07
369,14,85,2934,38,2021-03-09 00:08
370,14,76,2875,36,2021-09-24 00:09
371,12,76,2429,34,2021-05-11 00:00
372,2,83,1118,37,2021-02-04 00:01
373,8,83,1873,32,2021-06-18 00:02
374,14,71,1883,29,2021-02-24 00:03
375,17,81,2535,29,2021-06-29 00:04
376,13,71,1890,38,2021-06-25 00:05
377,3,78,1834,31,2021-12-13 00:06
378,5,86,1538,30,2021-10-21 00:07
379,9,84,2561,29,2021-09-10 00:08
380,11,79,2644,36,2021-09-30 00:09
381,16,73,2689,34,2021-08-22 00:00
382,18,81,2037,35,2021-12-08 00:01
383,7,75,2160,35,2021-03-27 00:02
384,13,76,1842,33,2021-07-03 00:03
385,17,77,1053,34,2021-08-10 00:04
386,15,78,1980,29,2021-04-22 00:05
387,14,80,2352,30,2021-10-30 00:06
388,11,81,2020,33,2021-02-07 00:07
389,2,81,2732,38,2021-09-20 00:08
390,18,71,2250,33,2021-01-06 00:09
391,19,82,1784,33,2021-11-22 00:00
392,11,70,2960,35,2021-12-15 00:01
393,12,84,1123,36,2021-06-14 00:02
394,16,71,2740,33,2021-09-02 00:03
395,14,70,1301,36,2021-04-30 00:04
396,2,85,2852,29,2021-04-12 00:05
397,17,80,1266,36,2021-09-20 00:06
398,2,81,1209,31,2021-08-02 00:07
399,14,78,2618,32,2021-03-04 00:08
400,17,78,2783,37,2021-01-20 00:09
401,6,73,1224,30,2021-04-15 00:00
402,12,71,2581,32,2021-09-11 00:01
403,3,78,2662,37,2021-04-16 00:02
404,11,74,2636,29,2021-12-12 00:03
405,14,76,2105,38,2021-03-23 00:04
406,3,72,1115,35,2021-04-03 00:05
407,2,86,2738,38,2021-07-03 00:06
408,5,76,2024,30,2021-10-02 00:07
409,9,70,1728,33,2021-10-25 00:08
410,1,79,1462,38,2021-04-23 00:09
411,12,78,2443,29,2021-11-29 00:00
412,20,86,2532,34,2021-02-18 00:01
413,8,71,1926,33,2021-12-27 00:02
414,13,85,1443,36,2021-09-08 00:03
415,11,73,2525,38,2021-11-24 00:04
416,2,73,1089,30,2021-06-04 00:05
417,18,73,1929,37,2021-05-19 00:06
418,14,76,2428,31,2021-02-09 00:07
419,1,84,2038,32,2021-10-22 00:08
420,14,73,2760,34,2021-08-22 00:09
421,8,76,1637,35,2021-12-26 00:00
422,13,86,2831,34,2021-04-18 00:01
423,19,79,2886,33,2021-01-09 00:02
424,10,71,1390,36,2021-11-15 00:03
425,19,73,1002,34,2021-01-07 00:04
426,8,86,1904,34,2021-10-31 00:05
427,14,86,2193,36,2021-03-25 00:06
428,4,70,2291,30,2021-01-01 00:07
429,15,76,2198,30,2021-01-27 00:08
430,8,81,1985,30,2021-05-08 00:09
431,9,84,2890,33,2021-02-09 00:00
432,12,83,1838,30,2021-07-21 00:01
433,12,70,1239,38,2021-11-08 00:02
434,15,77,1347,36,2021-01-19 00:03
435,10,75,1306,30,2021-10-12 00:04
436,4,81,1586,34,2021-01-14 00:05
437,13,86,1195,38,2021-02-09 00:06
438,7,76,1521,37,2021-10-01 00:07
439,4,76,2917,38,2021-04-03 00:08
440,14,73,2300,37,2021-01-20 00:09
441,19,78,1510,29,2021-08-23 00:00
442,6,73,1188,37,2021-04-27 00:01
443,7,70,2921,29,2021-05-29 00:02
444,1,75,1940,31,2021-01-26 00:03
445,10,76,1431,33,2021-01-19 00:04
446,3,70,2291,30,2021-04-08 00:05
447,12,84,2624,36,2021-09-22 00:06
448,2,72,2899,29,2021-03-05 00:07
449,11,76,2427,37,2021-05-14 00:08
450,10,76,2780,34,2021-11-20 00:09
451,20,75,1311,31,2021-01-08 00:00
452,2,77,1000,29,2021-12-27 00:01
453,15,81,2039,29,2021-04-10 00:02
454,12,74,2576,31,2021-01-30 00:03
455,2,73,1315,35,2021-07-26 00:04
456,8,72,2812,34,2021-02-04 00:05
457,1,77,1417,37,2021-09-25 00:06
458,1,85,2408,30,2021-08-14 00:07
459,15,73,1738,38,2021-09-24 00:08
460,10,75,2872,30,2021-09-07 00:09
461,11,71,2805,31,2021-11-25 00:00
462,13,81,2012,31,2021-06-11 00:01
463,20,79,1018,36,2021-05-21 00:02
464,12,76,2135,31,2021-03-16 00:03
465,8,70,2316,33,2021-08-24 00:04
466,9,81,2667,29,2021-08-27 00:05
467,3,83,1245,37,2021-08-15 00:06
468,8,73,1601,38,2021-04-14 00:07
469,7,77,1957,35,2021-10-30 00:08
470,8,81,2497,29,2021-03-20 00:09
471,18,82,1598,32,2021-05-09 00:00
472,7,84,2452,38,2021-05-04 00:01
473,11,74,1315,29,2021-04-03 00:02
474,16,74,1710,33,2021-10-30 00:03
475,7,71,2993,37,2021-09-01 00:04
476,1,79,1185,36,2021-08-09 00:05
477,5,80,2836,34,2021-02-10 00:06
478,9,76,1394,34,2021-10-21 00:07
479,11,86,2197,35,2021-03-26 00:08
480,7,77,1944,32,2021-09-26 00:09
481,1,78,2397,33,2021-02-23 00:00
482,19,82,1091,30,2021-01-29 00:01
483,2,85,2306,37,2021-02-21 00:02
484,8,71,2461,37,2021-01-02 00:03
485,11,72,1124,36,2021-12-12 00:04
486,3,75,2621,32,2021-04-07 00:05
487,4,80,2369,36,2021-01-21 00:06
488,15,71,2241,38,2021-04-01 00:07
489,14,81,1428,29,2021-04-24 00:08
490,13,76,2117,31,2021-02-22 00:09
491,8,78,2653,34,2021-09-24 00:00
492,12,78,1573,32,2021-11-05 00:01
493,12,79,2510,34,2021-06-28 00:02
494,10,86,2451,32,2021-09-14 00:03
495,2,81,2089,31,2021-10-05 00:04
496,12,76,2694,29,2021-10-13 00:05
497,13,71,2718,38,2021-05-03 00:06
498,3,80,2633,38,2021-07-03 00:07
499,6,81,1465,31,2021-04-15 00:08
500,3,86,2286,36,2021-05-01 00:09
501,4,76,2354,32,2021-11-23 00:00
502,16,80,1377,35,2021-02-26 00:01
503,15,72,2291,34,2021-09-11 00:02
504,13,79,1582,30,2021-09-06 00:03
505,17,85,2082,36,2021-03-09 00:04
506,10,73,1992,33,2021-12-27 00:05
507,1,72,2654,29,2021-05-03 00:06
508,1,86,2746,34,2021-01-18 00:07
509,12,82,1803,37,2021-09-11 00:08
510,2,86,1792,31,2021-06-16 00:09
511,14,71,1805,33,2021-03-13 00:00
512,18,75,1409,38,2021-08-30 00:01
513,11,82,2540,32,2021-02-21 00:02
514,19,83,2453,30,2021-10-16 00:03
515,11,75,1166,31,2021-01-06 00:04
516,11,86,2673,37,2021-11-13 00:05
517,19,73,1187,31,2021-05-08 00:06
518,18,79,2811,36,2021-05-22 00:07
519,17,70,1656,34,2021-02-19 00:08
520,18,79,1903,33,2021-12-24 00:09
521,16,81,2563,38,2021-02-17 00:00
522,16,84,1225,33,2021-03-27 00:01
523,18,78,2588,36,2021-06-24 00:02
524,2,70,1047,33,2021-06-22 00:03
525,17,80,2014,32,2021-12-27 00:04
526,18,70,1956,36,2021-05-23 00:05
527,19,86,2341,31,2021-10-23 00:06
528,14,75,1792,31,2021-01-18 00:07
529,12,82,1543,32,2021-01-11 00:08
530,13,82,1829,37,2021-12-12 00:09
531,2,84,1881,35,2021-03-04 00:00
532,14,77,2091,32,2021-10-08 00:01
533,4,77,1979,34,2021-11-27 00:02
534,11,70,1757,37,2021-10-17 00:03
535,6,84,1146,35,2021-07-02 00:04
536,1,85,1113,38,2021-12-02 00:05
537,15,84,1225,37,2021-05-09 00:06
538,2,82,2666,31,2021-02-03 00:07
539,9,84,1961,34,2021-08-12 00:08
540,13,74,1885,31,2021-05-05 00:09
541,2,84,1846,33,2021-10-17 00:00
542,4,85,1098,35,2021-08-22 00:01
543,10,85,1811,35,2021-12-31 00:02
544,12,79,1561,36,2021-05-03 00:03
545,6,74,2659,33,2021-03-16 00:04
546,15,75,2641,32,2021-12-04 00:05
547,9,85,2067,37,2021-04-02 00:06
548,7,72,2084,38,2021-03-19 00:07
549,10,79,2155,29,2021-06-14 00:08
550,1,70,1026,33,2021-09-24 00:09
551,4,77,2825,30,2021-07-23 00:00
552,3,75,1454,30,2021-04-17 00:01
553,7,80,2405,29,2021-12-31 00:02
554,11,71,1847,29,2021-08-02 00:03
555,13,75,1017,33,2021-02-04 00:04
556,5,82,2986,34,2021-10-13 00:05
557,6,81,1434,29,2021-12-13 00:06
558,12,84,2622,35,2021-05-19 00:07
559,13,85,2442,38,2021-07-11 00:08
560,10,86,2421,36,2021-04-19 00:09
561,2,76,1697,29,2021-07-25 00:00
562,1,77,2029,32,2021-09-14 00:01
563,12,72,2114,31,2021-09-03 00:02
564,15,77,1788,38,2021-02-27 00:03
565,6,84,2388,35,2021-05-11 00:04
566,19,81,1163,37,2021-05-11 00:05
567,8,74,2451,31,2021-05-23 00:06
568,11,80,1770,30,2021-03-12 00:07
569,9,80,1304,34,2021-04-13 00:08
570,7,78,1040,36,2021-11-23 00:09
571,15,70,2915,35,2021-10-05 00:00
572,11,74,2898,30,2021-11-07 00:01
573,6,73,2427,37,2021-07-20 00:02
574,9,81,1158,33,2021-01-08 00:03
575,3,81,2537,37,2021-06-29 00:04
576,10,77,2600,35,2021-03-27 00:05
577,18,76,2817,38,2021-08-18 00:06
578,10,78,1972,29,2021-01-21 00:07
579,6,75,1783,37,2021-09-23 00:08
580,19,73,1251,29,2021-07-07 00:09
581,9,85,1860,34,2021-02-28 00:00
582,9,79,2657,29,2021-10-25 00:01
583,20,81,2261,38,2021-03-30 00:02
584,9,78,1742,29,2021-05-13 00:03
585,4,82,2604,37,2021-12-07 00:04
586,7,75,2053,34,2021-02-16 00:05
587,18,82,2480,38,2021-07-02 00:06
588,7,74,1054,35,2021-03-30 00:07
589,18,79,1818,37,2021-10-27 00:08
590,2,83,1589,38,2021-02-20 00:09
591,5,86,1364,34,2021-12-25 00:00
592,8,85,1878,32,2021-10-10 00:01
593,6,72,2483,29,2021-06-29 00:02
594,13,74,2249,33,2021-08-21 00:03
595,12,84,1197,32,2021-02-07 00:04
596,4,70,2475,35,2021-02-28 00:05
597,18,72,2862,32,2021-07-29 00:06
598,10,78,1035,38,2021-06-19 00:07
599,16,83,2043,31,2021-06-24 00:08
600,13,70,2802,34,2021-01-10 00:09
601,9,77,1618,31,2021-10-27 00:00
602,7,72,1638,34,2021-01-10 00:01
603,16,74,2506,37,2021-04-28 00:02
604,10,82,1663,36,2021-12-13 00:03
605,13,86,2301,34,2021-04-18 00:04
606,6,70,1142,38,2021-07-20 00:05
607,19,82,1741,37,2021-01-10 00:06
608,15,84,2730,30,2021-09-27 00:07
609,6,72,1207,32,2021-09-04 00:08
610,15,74,1245,32,2021-01-31 00:09
611,20,84,1820,38,2021-06-02 00:00
612,1,71,1410,31,2021-09-08 00:01
613,15,85,1440,38,2021-11-19 00:02
614,12,84,2500,36,2021-05-23 00:03
615,9,78,1285,34,2021-09-18 00:04
616,16,73,2470,29,2021-06-21 00:05
617,8,72,1136,36,2021-03-16 00:06
618,19,84,2243,30,2021-06-24 00:07
619,14,70,2287,38,2021-08-02 00:08
620,20,76,2729,32,2021-06-18 00:09
621,5,85,1567,35,2021-10-29 00:00
622,15,75,1554,33,2021-04-21 00:01
623,3,73,1028,29,2021-10-26 00:02
624,10,81,1663,32,2021-12-03 00:03
625,7,72,2211,35,2021-04-02 00:04
626,19,76,2946,35,2021-05-15 00:05
627,7,82,1980,32,2021-06-06 00:06
628,2,70,1819,35,2021-02-11 00:07
629,14,78,1461,36,2021-03-10 00:08
630,5,78,1859,33,2021-07-27 00:09
631,18,73,1316,35,2021-11-19 00:00
632,17,86,1365,34,2021-05-13 00:01
633,20,70,2538,35,2021-05-11 00:02
634,7,78,2649,30,2021-09-22 00:03
635,13,85,1117,31,2021-01-18 00:04
636,9,71,2817,31,2021-03-22 00:05
637,15,70,2177,36,2021-01-19 00:06
638,1,82,2187,32,2021-08-31 00:07
639,12,85,2915,33,2021-09-13 00:08
640,11,81,1047,37,2021-01-06 00:09
641,6,82,1244,31,2021-09-18 00:00
642,11,83,2646,30,2021-09-06 00:01
643,7,82,1817,38,2021-10-09 00:02
644,18,70,1250,33,2021-08-25 00:03
645,14,83,2445,37,2021-12-03 00:04
646,2,73,1119,31,2021-10-28 00:05
647,16,77,1289,36,2021-11-13 00:06
648,11,71,2054,33,2021-08-15 00:07
649,20,79,2122,37,2021-04-17 00:08
650,2,76,1334,34,2021-05-30 00:09
651,1,77,1107,36,2021-01-04 00:00
652,18,75,2370,33,2021-01-24 00:01
653,11,75,2559,31,2021-11-29 00:02
654,7,83,2511,30,2021-04-17 00:03
655,11,76,1675,30,2021-10-21 00:04
656,18,77,1467,32,2021-09-30 00:05
