85,su-9537,3,2021-08-14 00:04,2021-12-26 00:04,19,52.42,1.36,200
86,su-9543,1,2021-05-16 00:05,2021-11-05 00:05,78,64.36,1.22,230
87,su-9547,1,2021-10-06 00:06,2021-12-30 00:06,19,6.43,1.29,230
88,su-9551,5,2021-03-14 00:07,2021-07-07 00:07,78,11.49,1.43,230
89,su-9558,1,2021-08-27 00:08,2021-04-06 00:08,19,59.19,1.42,230
90,su-956,4,2021-07-29 00:09,2021-04-10 00:09,78,96.12,1.56,200
91,su-9562,1,2021-09-06 00:00,2021-02-28 00:00,19,45.55,1.12,220
92,su-9563,2,2021-09-18 00:01,2021-01-15 00:01,78,98.4,1.58,210
93,su-957,4,2021-03-09 00:02,2021-07-23 00:02,19,70.32,1.1,200
94,su-9570,2,2021-05-26 00:03,2021-01-17 00:03,78,63.73,1.11,250
95,su-9572,2,2021-03-06 00:04,2021-09-05 00:04,19,12.4,1.48,230
96,su-9577,3,2021-11-08 00:05,2021-08-13 00:05,78,49.62,1.03,200
97,su-9581,2,2021-06-26 00:06,2021-07-08 00:06,19,32.41,1.57,200
98,su-9583,3,2021-11-09 00:07,2021-05-08 00:07,78,98.28,1.16,230
99,su-9588,3,2021-10-04 00:08,2021-04-28 00:08,19,49.75,1.08,200
100,su-9592,1,2021-04-09 00:09,2021-09-02 00:09,78,35.56,1.41,250
101,su-9594,2,2021-11-12 00:00,2021-11-14 00:00,19,99.55,1.42,210
102,su-9595,1,2021-03-13 00:01,2021-03-28 00:01,78,8.36,1.52,220
103,su-9599,1,2021-06-25 00:02,2021-05-05 00:02,19,93.4,1.4,250
104,su-960,3,2021-02-12 00:03,2021-12-02 00:03,78,43.28,1.06,210
105,su-9603,4,2021-04-09 00:04,2021-02-10 00:04,19,12.55,1.47,210
106,su-9609,2,2021-11-16 00:05,2021-12-01 00:05,78,92.46,1.54,250
107,su-961,5,2021-04-14 00:06,2021-06-25 00:06,19,32.62,1.46,220
108,su-9610,5,2021-01-14 00:07,2021-05-03 00:07,78,26.76,1.15,220
109,su-9613,4,2021-10-10 00:08,2021-08-13 00:08,19,53.56,1.32,200
110,su-9614,2,2021-05-07 00:09,2021-12-04 00:09,78,97.5,1.28,200
111,su-9615,5,2021-09-28 00:00,2021-06-20 00:00,19,73.94,1.52,220
112,su-9616,3,2021-07-06 00:01,2021-06-30 00:01,78,31.15,1.3,220
113,su-9618,3,2021-08-29 00:02,2021-11-18 00:02,19,28.72,1.14,210
114,su-9621,4,2021-04-29 00:03,2021-10-13 00:03,78,55.52,1.44,220
115,su-9628,3,2021-11-23 00:04,2021-06-30 00:04,19,80.37,1.56,250
116,su-963,4,2021-01-10 00:05,2021-03-13 00:05,78,70.98,1.34,200
117,su-9637,2,2021-09-11 00:06,2021-09-10 00:06,19,21.05,1.38,200
118,su-9641,3,2021-09-08 00:07,2021-09-29 00:07,78,29.45,1.06,210
119,su-9648,5,2021-09-19 00:08,2021-01-21 00:08,19,77.8,1.48,250
120,su-9649,2,2021-06-01 00:09,2021-11-10 00:09,78,2.89,1.6,250
121,su-9653,5,2021-06-20 00:00,2021-09-03 00:00,19,15.7,1.43,250
122,su-9657,5,2021-03-12 00:01,2021-06-12 00:01,78,68.2,1.05,210
123,su-9662,5,2021-01-03 00:02,2021-01-12 00:02,19,61.38,1.17,220
124,su-9664,1,2021-06-04 00:03,2021-05-11 00:03,78,9.98,1.59,250
125,su-9666,4,2021-07-12 00:04,2021-01-27 00:04,19,18.39,1.44,250
126,su-9669,5,2021-05-30 00:05,2021-11-08 00:05,78,28.04,1.35,200
127,su-9670,1,2021-07-11 00:06,2021-10-26 00:06,19,44.21,1.53,210
128,su-9672,4,2021-06-24 00:07,2021-06-15 00:07,78,97.22,1.13,220
129,su-9676,2,2021-09-25 00:08,2021-02-26 00:08,19,70.82,1.42,250
130,su-9678,4,2021-02-13 00:09,2021-10-30 00:09,78,46.29,1.15,250
131,su-9680,2,2021-06-15 00:00,2021-08-31 00:00,19,61.37,1.15,230
132,su-9681,4,2021-08-07 00:01,2021-04-08 00:01,78,83.37,1.08,250
133,su-9481,4,2021-02-03 00:02,2021-10-10 00:02,19,84.71,1.04,230
134,su-9484,1,2021-05-18 00:03,2021-03-23 00:03,78,90.9,1.16,200
135,su-9489,5,2021-01-15 00:04,2021-08-08 00:04,19,28.68,1.52,250
136,su-9491,1,2021-10-18 00:05,2021-07-04 00:05,78,86.98,1.53,210
137,su-9492,4,2021-05-02 00:06,2021-12-12 00:06,19,23.13,1.14,230
138,su-9496,4,2021-10-07 00:07,2021-03-06 00:07,78,67.35,1.29,250
139,su-9497,2,2021-09-17 00:08,2021-12-15 00:08,19,32.82,1.16,230
140,su-950,3,2021-12-12 00:09,2021-11-01 00:09,78,85.22,1.09,230
141,su-9501,4,2021-03-05 00:00,2021-11-27 00:00,19,32.95,1.35,220
142,su-9505,2,2021-10-17 00:01,2021-07-19 00:01,78,33.89,1.26,210
143,su-9507,1,2021-09-14 00:02,2021-08-01 00:02,19,11.8,1.04,250
144,su-951,3,2021-03-03 00:03,2021-11-18 00:03,78,63.04,1.49,200
145,su-9513,4,2021-03-05 00:04,2021-04-19 00:04,19,50.09,1.53,200
146,su-9514,5,2021-02-08 00:05,2021-04-12 00:05,78,43.87,1.04,250
147,su-9515,5,2021-02-19 00:06,2021-05-21 00:06,19,84.4,1.28,230
148,su-952,2,2021-12-30 00:07,2021-04-14 00:07,78,20.73,1.06,250
149,su-9529,4,2021-06-30 00:08,2021-07-10 00:08,19,18.05,1.34,220
150,su-9530,2,2021-03-03 00:09,2021-09-17 00:09,78,29.25,1.44,200
151,su-9537,4,2021-02-02 00:00,2021-04-06 00:00,19,45.86,1.55,200
152,su-9543,2,2021-05-04 00:01,2021-03-21 00:01,78,25.43,1.6,220
153,su-9547,4,2021-10-16 00:02,2021-08-06 00:02,19,46.92,1.48,230
154,su-9551,5,2021-02-01 00:03,2021-02-24 00:03,78,90.52,1.14,200
155,su-9558,4,2021-03-27 00:04,2021-02-26 00:04,19,73.16,1.01,200
156,su-956,5,2021-12-08 00:05,2021-10-20 00:05,78,26.67,1.03,250
157,su-9562,5,2021-10-14 00:06,2021-01-21 00:06,19,35.01,1.59,250
158,su-9563,1,2021-05-30 00:07,2021-10-29 00:07,78,35.34,1.16,210
159,su-957,1,2021-06-25 00:08,2021-04-24 00:08,19,30.91,1.53,210
160,su-9570,3,2021-06-24 00:09,2021-08-24 00:09,78,36.66,1.01,220
161,su-9572,1,2021-03-31 00:00,2021-02-07 00:00,19,70.04,1.39,230
162,su-9577,5,2021-12-20 00:01,2021-03-02 00:01,78,64.66,1.47,200
163,su-9581,1,2021-02-12 00:02,2021-07-02 00:02,19,3.27,1.6,220
164,su-9583,2,2021-06-14 00:03,2021-03-25 00:03,78,46.48,1.59,220
165,su-9588,2,2021-08-23 00:04,2021-06-20 00:04,19,95.0,1.04,210
166,su-9592,1,2021-07-16 00:05,2021-12-21 00:05,78,38.76,1.05,210
167,su-9594,5,2021-12-21 00:06,2021-11-08 00:06,19,3.16,1.04,210
168,su-9595,5,2021-08-14 00:07,2021-11-01 00:07,78,58.41,1.09,220
169,su-9599,4,2021-03-09 00:08,2021-10-26 00:08,19,83.78,1.25,220
170,su-960,4,2021-01-15 00:09,2021-06-12 00:09,78,37.3,1.05,230
171,su-9603,2,2021-05-06 00:00,2021-05-29 00:00,19,48.92,1.36,250
172,su-9609,4,2021-08-27 00:01,2021-03-07 00:01,78,60.13,1.52,230
173,su-961,1,2021-07-01 00:02,2021-08-18 00:02,19,49.79,1.28,220
174,su-9610,3,2021-08-30 00:03,2021-10-19 00:03,78,31.93,1.12,210
175,su-9613,5,2021-07-20 00:04,2021-10-28 00:04,19,56.44,1.01,210
176,su-9614,4,2021-02-10 00:05,2021-10-03 00:05,78,59.79,1.56,200
177,su-9615,5,2021-09-24 00:06,2021-08-07 00:06,19,30.51,1.06,220
178,su-9616,3,2021-04-17 00:07,2021-06-07 00:07,78,65.18,1.21,210
179,su-9618,3,2021-06-24 00:08,2021-02-11 00:08,19,4.54,1.56,250
180,su-9621,2,2021-12-29 00:09,2021-10-02 00:09,78,66.26,1.59,230
181,su-9628,2,2021-04-29 00:00,2021-10-29 00:00,19,80.87,1.22,220
182,su-963,4,2021-05-02 00:01,2021-03-14 00:01,78,56.62,1.51,230
183,su-9637,1,2021-11-19 00:02,2021-05-13 00:02,19,58.43,1.37,210
184,su-9641,5,2021-06-13 00:03,2021-04-05 00:03,78,71.48,1.39,220
185,su-9648,4,2021-12-11 00:04,2021-08-16 00:04,19,62.35,1.48,230
186,su-9649,1,2021-11-27 00:05,2021-09-11 00:05,78,50.46,1.24,250
187,su-9653,5,2021-07-21 00:06,2021-10-19 00:06,19,29.69,1.11,210
188,su-9657,4,2021-05-02 00:07,2021-05-19 00:07,78,66.19,1.03,220
189,su-9662,4,2021-07-16 00:08,2021-03-12 00:08,19,55.28,1.51,210
190,su-9664,5,2021-04-23 00:09,2021-11-03 00:09,78,62.98,1.03,250
191,su-9666,4,2021-02-05 00:00,2021-11-26 00:00,19,27.2,1.37,210
192,su-9669,1,2021-02-21 00:01,2021-04-08 00:01,78,6.09,1.49,230
193,su-9670,4,2021-08-04 00:02,2021-10-09 00:02,19,10.07,1.27,230
194,su-9672,1,2021-12-30 00:03,2021-06-07 00:03,78,96.66,1.29,230
195,su-9676,3,2021-04-14 00:04,2021-06-28 00:04,19,55.31,1.59,210
196,su-9678,1,2021-09-06 00:05,2021-05-20 00:05,78,97.17,1.53,210
197,su-9680,5,2021-12-20 00:06,2021-09-20 00:06,19,6.25,1.4,230
198,su-9681,3,2021-08-01 00:07,2021-07-15 00:07,78,16.83,1.12,250
199,su-9481,3,2021-07-08 00:08,2021-03-08 00:08,19,36.97,1.24,210
200,su-9484,5,2021-12-21 00:09,2021-09-01 00:09,78,59.23,1.31,200
201,su-9489,3,2021-02-27 00:00,2021-11-05 00:00,19,1.75,1.59,250
202,su-9491,3,2021-07-22 00:01,2021-06-02 00:01,78,48.96,1.17,220
203,su-9492,1,2021-07-12 00:02,2021-02-21 00:02,19,37.51,1.56,250
204,su-9496,5,2021-04-07 00:03,2021-03-23 00:03,78,51.15,1.55,230
205,su-9497,5,2021-05-18 00:04,2021-09-14 00:04,19,29.28,1.26,200
206,su-950,3,2021-01-05 00:05,2021-10-20 00:05,78,21.51,1.15,200
207,su-9501,3,2021-07-12 00:06,2021-08-03 00:06,19,9.77,1.06,210
208,su-9505,4,2021-10-01 00:07,2021-02-27 00:07,78,14.75,1.23,230
209,su-9507,5,2021-06-08 00:08,2021-04-20 00:08,19,40.61,1.49,200
210,su-951,4,2021-01-16 00:09,2021-03-26 00:09,78,11.31,1.16,230
211,su-9513,4,2021-08-21 00:00,2021-07-11 00:00,19,95.15,1.24,220
212,su-9514,5,2021-12-26 00:01,2021-04-04 00:01,78,58.89,1.26,210
213,su-9515,2,2021-05-10 00:02,2021-12-03 00:02,19,53.91,1.47,200
214,su-952,3,2021-04-02 00:03,2021-08-26 00:03,78,22.98,1.13,230
215,su-9529,1,2021-04-30 00:04,2021-11-03 00:04,19,4.51,1.1,250
216,su-9530,5,2021-10-20 00:05,2021-09-07 00:05,78,63.19,1.33,210
217,su-9537,1,2021-10-26 00:06,2021-01-25 00:06,19,31.86,1.01,210
218,su-9543,5,2021-02-09 00:07,2021-02-07 00:07,78,43.54,1.49,200
219,su-9547,1,2021-10-09 00:08,2021-12-16 00:08,19,47.26,1.31,250
220,su-9551,3,2021-11-15 00:09,2021-06-20 00:09,78,25.7,1.29,230
221,su-9558,5,2021-03-27 00:00,2021-11-01 00:00,19,79.15,1.36,250
222,su-956,1,2021-02-01 00:01,2021-01-28 00:01,78,56.05,1.02,220
223,su-9562,5,2021-12-10 00:02,2021-02-21 00:02,19,77.68,1.47,210
224,su-9563,1,2021-08-27 00:03,2021-02-08 00:03,78,39.49,1.41,220
225,su-957,2,2021-10-28 00:04,2021-09-30 00:04,19,23.31,1.21,220
226,su-9570,5,2021-08-11 00:05,2021-05-02 00:05,78,12.34,1.08,230
227,su-9572,4,2021-12-07 00:06,2021-06-30 00:06,19,27.78,1.04,230
228,su-9577,1,2021-11-01 00:07,2021-12-06 00:07,78,59.82,1.36,210
229,su-9581,4,2021-12-29 00:08,2021-08-19 00:08,19,97.81,1.45,220
230,su-9583,1,2021-09-27 00:09,2021-03-28 00:09,78,24.48,1.29,200
231,su-9588,5,2021-08-20 00:00,2021-04-07 00:00,19,14.26,1.5,250
232,su-9592,4,2021-07-14 00:01,2021-11-06 00:01,78,64.76,1.13,230
233,su-9594,5,2021-12-18 00:02,2021-10-30 00:02,19,73.47,1.31,230
234,su-9595,5,2021-07-23 00:03,2021-04-06 00:03,78,22.29,1.54,220
235,su-9599,2,2021-09-05 00:04,2021-02-23 00:04,19,69.16,1.36,230
236,su-960,5,2021-03-20 00:05,2021-04-14 00:05,78,48.67,1.15,220
237,su-9603,2,2021-02-27 00:06,2021-02-04 00:06,19,52.43,1.53,210
238,su-9609,5,2021-07-14 00:07,2021-05-12 00:07,78,85.64,1.08,230
239,su-961,1,2021-06-13 00:08,2021-03-06 00:08,19,33.55,1.46,230
240,su-9610,4,2021-01-12 00:09,2021-05-30 00:09,78,6.82,1.4,250
241,su-9613,4,2021-08-26 00:00,2021-02-01 00:00,19,4.65,1.14,200
242,su-9614,2,2021-07-17 00:01,2021-11-08 00:01,78,80.77,1.42,220
243,su-9615,3,2021-03-04 00:02,2021-02-20 00:02,19,79.3,1.25,230
244,su-9616,4,2021-04-02 00:03,2021-09-09 00:03,78,45.45,1.55,220
245,su-9618,2,2021-12-14 00:04,2021-02-25 00:04,19,35.56,1.51,220
246,su-9621,1,2021-10-23 00:05,2021-01-08 00:05,78,73.04,1.43,220
247,su-9628,4,2021-08-11 00:06,2021-04-28 00:06,19,36.79,1.54,220
248,su-963,1,2021-07-11 00:07,2021-10-13 00:07,78,91.9,1.46,210
249,su-9637,1,2021-12-24 00:08,2021-10-02 00:08,19,18.07,1.43,250
250,su-9641,1,2021-12-19 00:09,2021-08-07 00:09,78,43.97,1.08,220
251,su-9648,3,2021-02-06 00:00,2021-02-05 00:00,19,26.93,1.24,230
252,su-9649,1,2021-09-01 00:01,2021-11-06 00:01,78,8.35,1.02,210
253,su-9653,4,2021-11-16 00:02,2021-02-17 00:02,19,33.32,1.16,220
254,su-9657,1,2021-07-03 00:03,2021-10-11 00:03,78,11.74,1.24,230
255,su-9662,2,2021-10-03 00:04,2021-10-25 00:04,19,4.38,1.11,210
256,su-9664,3,2021-06-26 00:05,2021-03-17 00:05,78,42.91,1.21,200
257,su-9666,4,2021-11-24 00:06,2021-11-21 00:06,19,90.71,1.31,200
258,su-9669,1,2021-10-28 00:07,2021-09-16 00:07,78,76.87,1.19,230
259,su-9670,2,2021-06-01 00:08,2021-10-09 00:08,19,59.9,1.35,230
260,su-9672,2,2021-08-13 00:09,2021-02-16 00:09,78,60.71,1.06,230
261,su-9676,2,2021-09-07 00:00,2021-07-10 00:00,19,65.05,1.05,210
262,su-9678,3,2021-11-11 00:01,2021-09-14 00:01,78,65.78,1.19,250
263,su-9680,2,2021-05-07 00:02,2021-08-24 00:02,19,37.73,1.14,230
264,su-9681,4,2021-12-25 00:03,2021-05-19 00:03,78,87.6,1.33,220
265,su-9481,5,2021-02-22 00:04,2021-02-24 00:04,19,27.36,1.22,230
266,su-9484,4,2021-01-27 00:05,2021-09-28 00:05,78,15.42,1.41,210
267,su-9489,2,2021-05-06 00:06,2021-11-04 00:06,19,51.38,1.54,210
268,su-9491,3,2021-06-15 00:07,2021-09-22 00:07,78,66.08,1.56,200
269,su-9492,3,2021-01-24 00:08,2021-02-27 00:08,19,15.23,1.21,250
270,su-9496,4,2021-04-01 00:09,2021-05-18 00:09,78,77.58,1.11,220
271,su-9497,1,2021-11-03 00:00,2021-07-13 00:00,19,90.17,1.35,250
272,su-950,1,2021-01-12 00:01,2021-06-09 00:01,78,22.36,1.27,220
273,su-9501,5,2021-08-13 00:02,2021-02-06 00:02,19,68.2,1.33,250
274,su-9505,1,2021-10-24 00:03,2021-04-27 00:03,78,87.79,1.01,210
275,su-9507,5,2021-10-25 00:04,2021-08-10 00:04,19,27.91,1.58,230
276,su-951,1,2021-09-26 00:05,2021-06-07 00:05,78,27.6,1.1,220
277,su-9513,5,2021-04-10 00:06,2021-01-14 00:06,19,2.95,1.4,230
278,su-9514,3,2021-10-28 00:07,2021-08-27 00:07,78,36.44,1.12,210
279,su-9515,2,2021-01-19 00:08,2021-11-17 00:08,19,11.69,1.08,250
280,su-952,3,2021-05-10 00:09,2021-04-09 00:09,78,3.69,1.06,230
281,su-9529,1,2021-10-13 00:00,2021-11-07 00:00,19,58.81,1.45,220
282,su-9530,3,2021-03-09 00:01,2021-07-04 00:01,78,73.77,1.05,200
283,su-9537,3,2021-02-28 00:02,2021-01-27 00:02,19,72.84,1.19,230
284,su-9543,4,2021-09-15 00:03,2021-11-03 00:03,78,15.1,1.46,200
285,su-9547,4,2021-09-18 00:04,2021-10-03 00:04,19,80.45,1.59,210
286,su-9551,5,2021-11-22 00:05,2021-10-10 00:05,78,69.47,1.25,210
287,su-9558,4,2021-07-11 00:06,2021-10-10 00:06,19,22.24,1.24,220
288,su-956,1,2021-04-02 00:07,2021-09-24 00:07,78,98.43,1.4,220
289,su-9562,3,2021-03-28 00:08,2021-08-28 00:08,19,49.2,1.21,220
290,su-9563,3,2021-11-29 00:09,2021-12-22 00:09,78,5.9,1.47,220
291,su-957,5,2021-11-05 00:00,2021-03-30 00:00,19,84.21,1.58,230
292,su-9570,4,2021-07-02 00:01,2021-08-01 00:01,78,28.6,1.08,210
293,su-9572,3,2021-11-17 00:02,2021-05-04 00:02,19,2.79,1.34,230
294,su-9577,3,2021-07-10 00:03,2021-11-29 00:03,78,60.57,1.22,230
295,su-9581,1,2021-02-11 00:04,2021-09-17 00:04,19,67.18,1.46,250
296,su-9583,5,2021-03-16 00:05,2021-07-18 00:05,78,31.85,1.55,210
297,su-9588,3,2021-03-21 00:06,2021-03-11 00:06,19,15.0,1.41,250
298,su-9592,5,2021-08-09 00:07,2021-12-18 00:07,78,16.35,1.07,250
299,su-9594,5,2021-09-06 00:08,2021-12-17 00:08,19,82.89,1.26,220
300,su-9595,1,2021-05-06 00:09,2021-07-08 00:09,78,52.57,1.06,220
301,su-9599,1,2021-04-24 00:00,2021-03-05 00:00,19,81.41,1.54,250
302,su-960,2,2021-01-20 00:01,2021-08-28 00:01,78,33.91,1.39,210
303,su-9603,5,2021-01-01 00:02,2021-06-18 00:02,19,64.48,1.46,210
304,su-9609,4,2021-02-08 00:03,2021-11-04 00:03,78,54.72,1.02,200
305,su-961,2,2021-03-06 00:04,2021-04-29 00:04,19,6.66,1.17,250
306,su-9610,1,2021-02-04 00:05,2021-09-15 00:05,78,73.69,1.5,230
307,su-9613,2,2021-06-21 00:06,2021-08-29 00:06,19,58.61,1.05,250
308,su-9614,5,2021-06-25 00:07,2021-08-24 00:07,78,45.99,1.34,230
309,su-9615,2,2021-08-18 00:08,2021-08-17 00:08,19,18.44,1.08,250
310,su-9616,1,2021-06-02 00:09,2021-02-23 00:09,78,32.7,1.56,210
311,su-9618,3,2021-02-17 00:00,2021-10-21 00:00,19,58.92,1.05,220
312,su-9621,4,2021-03-07 00:01,2021-09-22 00:01,78,42.12,1.21,200
313,su-9628,2,2021-11-17 00:02,2021-02-21 00:02,19,93.18,1.07,200
314,su-963,2,2021-07-19 00:03,2021-12-07 00:03,78,33.46,1.16,200
315,su-9637,3,2021-01-28 00:04,2021-07-05 00:04,19,53.48,1.02,210
316,su-9641,1,2021-05-31 00:05,2021-09-07 00:05,78,49.38,1.56,210
317,su-9648,5,2021-09-13 00:06,2021-12-25 00:06,19,13.56,1.37,230
318,su-9649,1,2021-05-15 00:07,2021-05-04 00:07,78,26.8,1.05,210
319,su-9653,1,2021-02-17 00:08,2021-09-24 00:08,19,79.66,1.48,230
320,su-9657,4,2021-10-16 00:09,2021-11-13 00:09,78,56.69,1.59,230
321,su-9662,1,2021-10-01 00:00,2021-12-07 00:00,19,9.49,1.38,210
322,su-9664,5,2021-03-09 00:01,2021-01-01 00:01,78,55.0,1.14,210
323,su-9666,2,2021-01-29 00:02,2021-06-09 00:02,19,14.89,1.33,250
324,su-9669,4,2021-08-12 00:03,2021-06-28 00:03,78,66.95,1.26,200
325,su-9670,2,2021-06-10 00:04,2021-11-04 00:04,19,4.47,1.36,220
326,su-9672,4,2021-06-04 00:05,2021-12-17 00:05,78,73.1,1.51,200
327,su-9676,3,2021-02-27 00:06,2021-02-18 00:06,19,23.23,1.44,230
328,su-9678,4,2021-03-26 00:07,2021-08-29 00:07,78,97.11,1.58,200
329,su-9680,3,2021-01-08 00:08,2021-01-25 00:08,19,28.96,1.11,250
330,su-9681,3,2021-09-13 00:09,2021-10-30 00:09,78,14.41,1.52,230
331,su-9481,1,2021-03-14 00:00,2021-02-21 00:00,19,95.29,1.38,210
332,su-9484,3,2021-04-03 00:01,2021-06-20 00:01,78,89.5,1.49,220
333,su-9489,3,2021-08-19 00:02,2021-07-06 00:02,19,83.47,1.24,220
334,su-9491,5,2021-01-09 00:03,2021-11-16 00:03,78,98.94,1.11,230
335,su-9492,1,2021-05-12 00:04,2021-09-07 00:04,19,57.23,1.47,200
336,su-9496,2,2021-11-13 00:05,2021-01-04 00:05,78,15.67,1.15,200
337,su-9497,3,2021-05-03 00:06,2021-05-19 00:06,19,7.2,1.38,230
338,su-950,4,2021-12-29 00:07,2021-08-22 00:07,78,95.61,1.3,250
339,su-9501,1,2021-10-27 00:08,2021-11-02 00:08,19,82.23,1.24,220
340,su-9505,3,2021-12-22 00:09,2021-12-08 00:09,78,7.72,1.51,200
341,su-9507,4,2021-03-24 00:00,2021-11-10 00:00,19,45.21,1.51,250
342,su-951,2,2021-09-23 00:01,2021-01-30 00:01,78,90.59,1.02,200
343,su-9513,2,2021-06-29 00:02,2021-05-04 00:02,19,48.93,1.58,200
344,su-9514,5,2021-02-09 00:03,2021-05-30 00:03,78,32.13,1.51,250
345,su-9515,4,2021-09-19 00:04,2021-09-21 00:04,19,59.86,1.17,250
346,su-952,2,2021-04-27 00:05,2021-09-14 00:05,78,81.91,1.56,210
347,su-9529,3,2021-10-31 00:06,2021-04-29 00:06,19,54.36,1.16,230
348,su-9530,3,2021-02-18 00:07,2021-01-21 00:07,78,64.54,1.09,230
349,su-9537,5,2021-04-18 00:08,2021-09-10 00:08,19,11.58,1.27,230
350,su-9543,5,2021-11-26 00:09,2021-05-20 00:09,78,42.19,1.02,220
351,su-9547,3,2021-03-29 00:00,2021-10-28 00:00,19,39.0,1.36,220
352,su-9551,1,2021-12-23 00:01,2021-08-16 00:01,78,90.08,1.32,250
353,su-9558,3,2021-11-18 00:02,2021-11-12 00:02,19,5.35,1.21,250
354,su-956,3,2021-05-12 00:03,2021-12-15 00:03,78,75.65,1.04,230
355,su-9562,5,2021-12-30 00:04,2021-09-01 00:04,19,54.79,1.17,220
356,su-9563,5,2021-11-23 00:05,2021-08-27 00:05,78,46.66,1.22,220
357,su-957,1,2021-02-08 00:06,2021-10-16 00:06,19,50.44,1.42,250
358,su-9570,5,2021-08-23 00:07,2021-07-10 00:07,78,73.61,1.51,200
359,su-9572,3,2021-02-02 00:08,2021-07-03 00:08,19,5.07,1.51,210
360,su-9577,3,2021-07-02 00:09,2021-09-11 00:09,78,73.08,1.27,250
361,su-9581,3,2021-02-03 00:00,2021-09-06 00:00,19,16.4,1.17,210
362,su-9583,2,2021-12-14 00:01,2021-12-27 00:01,78,11.62,1.06,220
363,su-9588,5,2021-12-07 00:02,2021-02-11 00:02,19,93.64,1.28,210
364,su-9592,2,2021-05-10 00:03,2021-03-22 00:03,78,78.48,1.42,210
365,su-9594,4,2021-06-26 00:04,2021-12-08 00:04,19,48.59,1.05,250
366,su-9595,3,2021-03-06 00:05,2021-01-05 00:05,78,91.45,1.4,250
367,su-9599,5,2021-12-08 00:06,2021-02-08 00:06,19,68.19,1.26,220
368,su-960,3,2021-09-29 00:07,2021-10-26 00:07,78,22.21,1.55,220
369,su-9603,4,2021-03-30 00:08,2021-06-23 00:08,19,59.22,1.47,250
370,su-9609,2,2021-11-06 00:09,2021-05-30 00:09,78,98.75,1.06,210
371,su-961,4,2021-12-11 00:00,2021-03-18 00:00,19,48.1,1.17,250
372,su-9610,2,2021-03-10 00:01,2021-06-15 00:01,78,31.68,1.58,210
373,su-9613,2,2021-04-23 00:02,2021-10-21 00:02,19,68.46,1.53,250
374,su-9614,5,2021-06-24 00:03,2021-02-08 00:03,78,76.11,1.49,200
375,su-9615,5,2021-03-14 00:04,2021-01-08 00:04,19,85.26,1.33,220
376,su-9616,4,2021-05-09 00:05,2021-02-14 00:05,78,58.11,1.02,250
377,su-9618,2,2021-10-13 00:06,2021-07-05 00:06,19,59.44,1.07,220
378,su-9621,3,2021-09-19 00:07,2021-12-30 00:07,78,12.62,1.58,250
379,su-9628,5,2021-04-21 00:08,2021-04-15 00:08,19,59.81,1.26,230
380,su-963,4,2021-08-03 00:09,2021-11-22 00:09,78,54.8,1.23,220
381,su-9637,5,2021-06-28 00:00,2021-11-16 00:00,19,88.58,1.42,230
382,su-9641,3,2021-10-23 00:01,2021-11-03 00:01,78,51.76,1.58,250
383,su-9648,1,2021-10-08 00:02,2021-12-13 00:02,19,97.18,1.34,210
384,su-9649,2,2021-01-03 00:03,2021-12-11 00:03,78,13.64,1.58,210
385,su-9653,2,2021-12-31 00:04,2021-05-18 00:04,19,19.55,1.27,210
386,su-9657,5,2021-06-04 00:05,2021-10-26 00:05,78,9.35,1.09,220
387,su-9662,1,2021-10-28 00:06,2021-02-21 00:06,19,97.83,1.59,210
