135,su-9496,74,30,84.63,1.29
136,su-9583,75,17,17.46,1.29
137,su-961,141,5,42.66,1.53
138,su-9613,141,6,51.81,1.15
139,su-9614,74,10,94.9,1.36
140,su-9514,74,10,16.52,1.53
141,su-9489,74,10,78.9,1.07
142,su-956,141,14,32.27,1.51
143,su-9670,75,21,20.72,1.53
144,su-9484,75,19,1.6,1.59
145,su-9577,75,6,75.05,1.38
146,su-9581,75,30,78.31,1.38
147,su-9648,75,28,7.12,1.12
148,su-9670,141,3,6.43,1.11
149,su-950,141,6,79.71,1.17
150,su-9514,75,25,36.25,1.22
151,su-963,75,6,47.91,1.37
152,su-9497,74,12,30.9,1.4
153,su-9513,141,26,35.57,1.45
154,su-9610,75,17,63.75,1.01
155,su-9664,74,16,68.56,1.04
156,su-9609,141,18,49.17,1.13
157,su-9551,75,6,35.13,1.43
158,su-9666,74,13,66.87,1.28
159,su-9558,75,4,87.45,1.45
160,su-9577,74,13,39.61,1.54
161,su-9496,75,4,57.62,1.01
162,su-9613,75,15,73.72,1.3
163,su-950,141,13,84.64,1.52
164,su-951,141,8,81.17,1.57
165,su-9577,74,8,71.52,1.27
166,su-957,75,13,93.19,1.22
167,su-9628,141,30,13.14,1.13
168,su-9613,74,15,71.95,1.46
169,su-9648,74,27,64.26,1.45
170,su-9588,141,3,87.22,1.37
171,su-9628,75,18,16.07,1.3
172,su-9562,74,15,51.92,1.5
173,su-9680,75,17,15.96,1.39
174,su-951,141,20,9.12,1.27
175,su-9529,75,11,21.91,1.27
176,su-9496,75,27,4.41,1.42
177,su-9492,75,8,44.01,1.32
178,su-9497,74,6,98.96,1.46
179,su-950,75,22,37.67,1.28
180,su-9514,74,28,6.36,1.15
181,su-9682,74,27,96.86,1.17
182,su-9529,75,7,82.51,1.49
183,su-9492,74,21,13.29,1.22
184,su-9501,75,22,80.21,1.28
185,su-9676,75,3,61.64,1.33
186,su-9664,74,4,3.4,1.16
187,su-9666,75,11,96.56,1.37
188,su-9484,141,11,61.48,1.05
189,su-9621,75,13,18.61,1.55
190,su-9618,75,15,15.5,1.57
191,su-9563,141,9,91.55,1.41
192,su-9666,75,21,25.18,1.59
193,su-9680,75,26,55.38,1.2
194,su-961,74,22,66.22,1.41
195,su-9497,74,30,44.21,1.07
196,su-9529,141,27,74.03,1.46
197,su-9615,74,12,15.71,1.59
198,su-9592,75,18,85.58,1.39
199,su-9628,74,14,81.1,1.26
200,su-9507,74,18,10.17,1.52
201,su-952,74,21,81.34,1.33
202,su-9497,141,17,97.01,1.51
203,su-9491,74,3,46.79,1.09
204,su-9501,75,11,13.58,1.37
205,su-9666,75,17,69.03,1.13
206,su-956,75,22,19.0,1.02
207,su-9562,74,27,54.51,1.36
208,su-9676,141,7,21.76,1.42
209,su-9628,141,27,64.69,1.1
210,su-952,74,9,58.95,1.55
211,su-956,141,17,52.22,1.26
212,su-9588,74,23,13.43,1.17
213,su-9681,141,4,59.08,1.24
214,su-9507,74,22,16.82,1.02
215,su-9547,141,3,1.1,1.59
216,su-957,75,11,44.64,1.13
217,su-9648,74,3,22.07,1.2
218,su-9628,75,21,8.82,1.3
219,su-9664,74,27,50.33,1.17
220,su-9484,75,26,10.73,1.47
221,su-9669,74,21,78.52,1.07
222,su-9547,75,6,44.84,1.37
223,su-951,141,5,95.79,1.21
224,su-9572,75,5,51.27,1.26
225,su-9558,74,3,97.79,1.5
226,su-9558,75,22,13.11,1.36
227,su-9492,75,15,52.91,1.01
228,su-9492,74,25,66.8,1.46
229,su-9672,75,15,11.28,1.27
230,su-957,75,30,25.13,1.22
231,su-9613,75,10,24.78,1.28
232,su-9491,74,19,1.85,1.29
233,su-9599,141,24,37.91,1.44
234,su-9513,75,25,94.88,1.05
235,su-9657,141,17,41.79,1.44
236,su-9615,75,22,34.95,1.2
237,su-9621,75,11,85.02,1.09
238,su-9529,75,24,11.13,1.28
239,su-957,75,19,87.56,1.41
240,su-952,141,14,21.24,1.57
241,su-9666,75,16,60.08,1.07
242,su-9681,75,21,35.72,1.14
243,su-9628,141,3,62.04,1.09
244,su-9583,74,25,93.39,1.29
245,su-9491,74,12,55.16,1.01
246,su-9547,74,21,17.72,1.53
247,su-9572,74,21,18.01,1.09
248,su-960,75,29,22.58,1.46
249,su-9543,74,17,38.73,1.25
250,su-9609,75,4,77.6,1.06
251,su-9505,141,26,11.64,1.08
252,su-9497,74,15,80.84,1.05
253,su-9489,75,10,9.09,1.23
254,su-9513,75,17,38.12,1.34
255,su-9618,141,26,5.77,1.39
256,su-956,141,15,19.22,1.1
257,su-9682,75,6,41.47,1.5
258,su-9529,74,7,81.47,1.13
259,su-9558,141,4,75.7,1.05
260,su-951,75,6,92.19,1.29
261,su-9515,75,30,14.0,1.44
262,su-9588,141,24,56.79,1.02
263,su-9680,75,25,83.73,1.16
264,su-9595,75,13,52.97,1.15
265,su-9621,141,21,8.76,1.39
266,su-9588,141,10,83.43,1.48
267,su-9594,141,16,19.53,1.05
268,su-9577,75,18,54.28,1.17
269,su-9680,74,11,37.7,1.52
270,su-9669,75,26,89.08,1.54
271,su-951,75,10,27.54,1.11
272,su-956,141,23,94.47,1.21
273,su-9530,141,24,79.43,1.3
274,su-9678,141,20,41.74,1.28
275,su-9599,141,6,14.14,1.41
276,su-9621,75,7,33.81,1.15
277,su-9614,141,7,43.12,1.39
278,su-9641,74,24,31.82,1.48
279,su-9680,75,6,90.49,1.27
280,su-961,141,23,94.97,1.07
281,su-9489,74,24,16.94,1.37
282,su-9481,141,13,12.44,1.33
283,su-9507,75,16,72.53,1.43
284,su-9505,74,7,59.52,1.14
285,su-9681,74,24,71.85,1.59
286,su-9484,141,16,26.96,1.12
287,su-9507,74,9,86.42,1.27
288,su-9563,141,5,99.44,1.06
289,su-9489,75,11,23.74,1.4
290,su-9672,75,29,64.55,1.16
291,su-956,141,21,78.28,1.53
292,su-9558,75,10,65.86,1.41
293,su-9537,74,13,87.03,1.29
294,su-9563,74,29,47.92,1.35
295,su-9672,74,26,35.99,1.42
296,su-9484,75,26,84.17,1.09
297,su-963,74,3,85.35,1.09
298,su-9537,141,27,12.11,1.54
299,su-963,74,27,61.9,1.44
300,su-9515,75,12,83.64,1.06
301,su-9649,141,16,62.47,1.05
302,su-9682,75,27,78.57,1.37
303,su-9529,74,8,13.35,1.43
304,su-9662,75,20,82.77,1.02
305,su-9583,74,6,21.11,1.18
306,su-957,141,5,34.9,1.27
307,su-9649,75,25,99.47,1.46
308,su-9558,141,14,65.52,1.25
309,su-9616,74,30,70.28,1.32
310,su-9662,74,19,30.43,1.4
311,su-9615,74,5,14.36,1.47
312,su-9616,74,9,81.97,1.26
313,su-9603,75,14,87.81,1.23
314,su-9547,75,8,97.06,1.43
315,su-9505,74,21,53.78,1.32
316,su-951,75,14,79.91,1.16
317,su-9572,75,30,59.55,1.37
318,su-9507,75,20,42.54,1.01
319,su-9505,141,14,30.88,1.31
320,su-9572,74,10,86.67,1.24
321,su-9603,141,13,69.7,1.46
322,su-9618,141,6,25.36,1.53
323,su-9492,75,28,31.33,1.15
324,su-9595,74,16,53.17,1.57
325,su-9530,75,26,22.89,1.5
326,su-961,75,6,89.39,1.58
327,su-9621,141,20,2.59,1.31
328,su-960,75,5,15.66,1.2
329,su-9501,74,22,16.96,1.2
330,su-956,141,10,98.91,1.14
331,su-9653,141,26,85.59,1.52
332,su-9530,75,9,44.83,1.23
333,su-9594,141,22,29.76,1.45
334,su-9618,74,15,75.27,1.04
335,su-961,74,3,4.33,1.08
336,su-9572,141,28,50.52,1.33
337,su-9491,141,13,65.06,1.03
338,su-9653,141,16,84.84,1.51
339,su-9530,74,12,91.96,1.03
340,su-9551,74,3,37.08,1.06
341,su-9515,74,29,55.59,1.09
342,su-963,75,24,44.9,1.11
343,su-9682,74,15,68.76,1.1
344,su-9672,74,26,30.67,1.09
345,su-9618,141,5,65.84,1.27
346,su-961,75,30,7.36,1.26
347,su-9505,74,27,75.4,1.05
348,su-956,75,23,76.72,1.48
349,su-9514,75,28,4.87,1.27
350,su-9570,75,23,71.48,1.08
351,su-9672,74,6,97.25,1.24
352,su-9563,75,11,18.83,1.01
353,su-9609,75,8,45.05,1.29
354,su-9562,141,16,77.71,1.28
355,su-961,75,29,26.37,1.0
356,su-963,74,28,53.07,1.3
357,su-9657,141,18,15.27,1.18
358,su-9537,75,29,76.43,1.35
359,su-9558,141,11,84.96,1.53
360,su-9616,141,10,48.76,1.05
361,su-9613,75,28,12.32,1.1
362,su-9594,74,10,15.98,1.56
363,su-9641,75,16,76.75,1.5
364,su-9530,141,11,22.71,1.25
365,su-9572,141,29,97.51,1.24
366,su-9505,75,14,84.04,1.22
367,su-9682,74,28,26.41,1.43
368,su-963,141,9,71.17,1.41
369,su-9628,74,19,60.31,1.53
370,su-9547,75,15,14.12,1.43
371,su-950,75,28,8.75,1.22
372,su-9609,141,23,4.28,1.43
373,su-9577,75,21,61.53,1.52
374,su-9614,74,6,90.33,1.53
375,su-9610,74,14,71.87,1.09
376,su-9666,75,16,61.35,1.0
377,su-9628,141,13,52.87,1.57
378,su-950,75,16,33.88,1.2
379,su-9682,75,27,97.81,1.25
380,su-9514,74,16,26.21,1.37
381,su-9537,141,26,46.2,1.25
382,su-9681,75,24,99.17,1.48
383,su-9496,141,14,49.61,1.02
384,su-9618,74,7,33.98,1.24
385,su-950,75,13,80.83,1.38
386,su-9621,74,16,73.67,1.2
387,su-9594,75,27,16.96,1.43
388,su-9676,75,10,22.15,1.09
389,su-960,74,5,38.58,1.38
390,su-956,141,4,3.99,1.23
391,su-9648,141,27,94.56,1.19
392,su-9513,74,24,39.21,1.45
393,su-9514,75,4,5.82,1.0
394,su-9505,74,13,99.12,1.22
395,su-9670,75,5,29.65,1.41
396,su-9648,74,15,63.13,1.49
397,su-9581,75,15,80.17,1.49
398,su-9595,75,26,84.35,1.36
399,su-9637,141,3,84.8,1.2
400,su-9649,75,30,51.03,1.55
401,su-9618,141,6,71.55,1.02
402,su-9481,74,17,20.18,1.16
403,su-9501,75,21,85.02,1.08
404,su-9551,141,19,66.2,1.26
405,su-9603,141,4,14.77,1.27
406,su-9562,141,5,19.27,1.45
407,su-9681,74,18,62.52,1.59
408,su-9653,74,18,56.94,1.52
409,su-9558,141,25,55.74,1.57
410,su-9616,141,8,58.88,1.16
411,su-9537,74,18,47.04,1.55
412,su-9492,141,20,95.74,1.29
413,su-9678,74,28,75.26,1.23
414,su-9666,74,22,77.61,1.55
415,su-9666,74,16,68.32,1.37
416,su-952,141,21,13.73,1.44
417,su-9558,75,7,61.77,1.3
418,su-9562,75,29,57.22,1.19
419,su-9672,75,7,50.56,1.27
420,su-960,74,16,49.4,1.39
421,su-9562,75,21,17.57,1.39
422,su-9653,74,25,94.5,1.51
423,su-9672,74,6,38.52,1.42
424,su-9662,75,5,97.18,1.07
425,su-9501,141,15,8.34,1.43
426,su-9581,75,23,91.28,1.21
427,su-9610,141,15,84.01,1.46
428,su-9609,141,20,64.64,1.17
429,su-950,74,27,93.33,1.31
430,su-9592,141,10,41.79,1.08
431,su-9666,75,8,52.25,1.29
432,su-9641,74,7,23.31,1.57
433,su-9595,75,13,4.17,1.54
434,su-9682,141,24,40.91,1.54
435,su-9672,74,18,21.28,1.2
436,su-9666,74,20,42.38,1.42
437,su-9572,141,15,71.67,1.09
438,su-9572,141,29,24.63,1.42
439,su-9537,141,3,38.74,1.05
440,su-9641,74,19,44.85,1.56
441,su-9570,74,15,38.7,1.36
442,su-9583,141,11,62.19,1.04
443,su-960,141,17,87.11,1.47
444,su-9514,141,11,67.45,1.25
445,su-9613,141,11,71.99,1.5
446,su-9662,141,18,4.89,1.56
447,su-9613,74,4,24.57,1.47
448,su-9547,141,7,4.05,1.1
449,su-9572,74,18,20.46,1.18
450,su-9515,75,15,63.45,1.21
451,su-951,74,3,27.93,1.19
452,su-9615,74,19,19.69,1.19
453,su-9595,141,10,41.11,1.14
454,su-951,75,22,49.2,1.44
455,su-9610,141,20,93.39,1.37
456,su-9507,75,28,49.49,1.3
457,su-9577,141,13,34.94,1.55
458,su-9577,74,28,96.64,1.02
459,su-9648,74,27,54.48,1.48
460,su-9562,141,7,31.45,1.3
461,su-9562,141,9,36.2,1.38
462,su-9592,141,5,7.24,1.01
463,su-956,74,26,31.35,1.45
464,su-9670,75,8,75.23,1.07
465,su-9492,74,19,15.0,1.31
466,su-9609,75,6,82.72,1.46
467,su-9496,75,25,57.79,1.39
468,su-9676,141,8,48.43,1.11
469,su-9616,141,9,12.52,1.29
470,su-9491,141,14,66.94,1.2
471,su-9615,74,16,44.49,1.58
472,su-9621,74,20,82.37,1.02
473,su-951,74,29,53.3,1.29
474,su-9507,74,23,76.56,1.25
475,su-956,141,26,26.45,1.56
476,su-960,75,28,40.97,1.06
477,su-9664,74,7,51.76,1.31
478,su-9583,141,27,38.83,1.39
479,su-9610,141,24,39.88,1.18
480,su-9615,74,23,2.27,1.19
481,su-956,75,24,63.06,1.12
482,su-9577,74,28,49.43,1.03
483,su-9492,75,9,22.39,1.08
484,su-9670,74,13,6.48,1.23
485,su-9603,141,23,10.34,1.27
486,su-9672,74,4,94.5,1.51
487,su-9672,75,16,66.69,1.2
488,su-9678,74,13,4.03,1.06
489,su-9577,74,25,76.06,1.32
490,su-9641,141,16,88.09,1.48
491,su-9669,74,20,45.9,1.32
492,su-9592,141,27,71.87,1.24
493,su-9616,74,6,21.3,1.09
494,su-9657,74,17,76.14,1.02
495,su-9676,75,19,47.05,1.07
496,su-9653,75,28,55.5,1.42
497,su-9653,75,21,47.13,1.23
498,su-9609,74,11,14.92,1.38
499,su-9572,141,18,87.9,1.52
500,su-952,75,19,14.36,1.14
501,su-9614,75,10,77.48,1.35
502,su-9653,141,29,23.78,1.22
503,su-9537,141,12,50.69,1.31
504,su-9572,74,10,59.58,1.14
505,su-9497,141,20,55.29,1.21
506,su-9507,75,6,43.15,1.38
507,su-9484,75,7,81.82,1.21
508,su-9603,141,9,97.95,1.14
509,su-9583,74,7,11.91,1.24
510,su-9529,75,24,20.34,1.17
511,su-9572,74,9,45.07,1.49
512,su-9628,75,24,61.74,1.14
513,su-9618,141,8,86.84,1.17
514,su-9514,75,13,29.25,1.12
515,su-9570,75,14,73.37,1.42
516,su-9529,74,8,28.71,1.25
517,su-9497,75,17,56.42,1.12
518,su-9558,141,22,17.01,1.13
519,su-9562,75,16,20.65,1.29
520,su-9594,74,19,14.86,1.13
521,su-9547,74,8,73.63,1.46
522,su-9676,75,15,67.44,1.54
523,su-9641,141,6,43.53,1.42
524,su-9669,75,20,48.68,1.35
525,su-9678,141,24,11.53,1.18
526,su-9610,74,14,68.13,1.51
527,su-9637,141,9,18.48,1.02
528,su-9489,74,6,42.42,1.23
529,su-9657,75,3,10.68,1.31
530,su-9672,141,7,61.04,1.43
531,su-9501,141,10,41.05,1.21
532,su-9577,75,5,72.43,1.56
533,su-9603,141,12,56.48,1.02
534,su-9672,74,4,3.9,1.49
535,su-9588,141,25,62.07,1.55
536,su-9529,75,13,67.07,1.36
537,su-9551,74,6,16.29,1.18
538,su-9614,75,9,11.42,1.22
539,su-9595,141,6,99.75,1.18
540,su-9588,74,19,15.52,1.05
541,su-9492,75,25,60.48,1.33
542,su-9614,141,11,36.14,1.35
543,su-9637,74,23,75.98,1.3
544,su-9614,141,25,10.03,1.42
545,su-9481,141,25,58.29,1.33
546,su-9558,141,14,58.2,1.04
547,su-9491,74,21,82.13,1.04
548,su-9594,75,26,74.88,1.17
549,su-9492,75,15,85.9,1.04
550,su-960,74,15,63.83,1.26
551,su-9543,74,5,44.7,1.44
552,su-9572,74,23,9.36,1.05
553,su-9649,141,13,20.77,1.18
554,su-9547,75,10,59.89,1.47
555,su-9682,141,17,64.53,1.08
556,su-9513,75,27,59.84,1.04
557,su-9637,75,16,90.55,1.23
558,su-952,141,9,86.19,1.36
559,su-9614,75,20,35.24,1.24
560,su-9628,75,27,27.4,1.41
561,su-9551,141,12,21.99,1.4
562,su-9628,141,20,67.26,1.11
563,su-9641,141,5,24.17,1.46
564,su-9588,74,24,61.89,1.35
565,su-9592,141,30,98.53,1.51
566,su-9583,141,4,72.01,1.45
567,su-951,74,21,44.65,1.41
568,su-9670,141,15,17.21,1.38
569,su-9515,75,11,3.18,1.35
570,su-9563,141,10,7.81,1.28
571,su-9530,141,22,93.73,1.58
572,su-9649,75,30,99.26,1.36
573,su-9628,74,15,12.52,1.59
574,su-9599,74,18,5.22,1.59
575,su-9599,75,17,86.87,1.1
576,su-9666,74,16,12.15,1.13
577,su-9648,141,15,87.82,1.45
578,su-9547,75,28,37.28,1.1
579,su-9551,74,30,59.59,1.39
580,su-9666,74,10,92.13,1.52
581,su-9621,141,18,42.07,1.12
582,su-9507,141,3,49.97,1.07
583,su-9628,74,24,43.19,1.33
584,su-9682,75,5,13.0,1.39
585,su-9599,74,5,68.72,1.32
586,su-9628,74,27,54.91,1.12
587,su-9615,74,12,74.71,1.35
588,su-9501,75,19,23.53,1.41
589,su-9481,75,17,40.03,1.44
590,su-9577,141,11,70.09,1.56
591,su-960,75,25,40.05,1.38
592,su-9641,141,4,24.53,1.27
593,su-963,141,17,62.37,1.59
594,su-9615,141,24,67.2,1.29
595,su-9637,141,29,62.94,1.24
596,su-9672,141,19,83.23,1.03
597,su-9648,75,20,46.42,1.37
598,su-9551,74,3,73.07,1.56
599,su-952,141,5,6.86,1.5
600,su-9547,141,23,87.05,1.59
601,su-950,141,12,96.35,1.08
602,su-9562,141,11,66.03,1.48
603,su-9618,74,19,70.64,1.44
604,su-9615,74,17,84.35,1.07
605,su-9513,74,29,50.21,1.08
606,su-9562,74,26,41.05,1.28
607,su-9681,75,29,75.77,1.58
608,su-951,141,9,11.25,1.07
609,su-9603,141,19,93.64,1.09
610,su-9614,74,29,59.75,1.36
611,su-9676,141,7,34.29,1.32
612,su-957,75,16,4.42,1.2
613,su-9682,75,28,61.68,1.11
614,su-9588,141,29,90.8,1.23
615,su-9682,75,30,54.97,1.03
616,su-9614,75,25,21.27,1.56
617,su-957,75,17,16.76,1.1
618,su-9641,141,18,69.57,1.34
619,su-9670,74,11,3.67,1.12
620,su-9491,141,27,59.85,1.6
621,su-9583,141,22,3.71,1.55
622,su-9664,141,12,20.79,1.35
623,su-9529,74,6,59.78,1.09
624,su-9562,75,26,53.76,1.3
625,su-9496,141,10,51.98,1.59
626,su-9592,75,23,91.03,1.31
627,su-9588,141,18,37.75,1.45
628,su-9496,75,22,79.89,1.01
629,su-956,74,29,42.37,1.41
630,su-952,74,3,61.69,1.46
631,su-9657,141,23,5.92,1.01
632,su-961,141,7,44.94,1.24
633,su-9491,75,14,3.75,1.2
634,su-9670,74,28,68.3,1.39
635,su-9530,75,18,67.08,1.36
636,su-9662,141,3,31.73,1.09
637,su-956,74,18,65.27,1.49
638,su-9641,141,29,43.92,1.02
639,su-9637,74,26,6.95,1.48
640,su-9669,75,23,41.27,1.52
641,su-9603,141,4,72.46,1.49
642,su-9637,141,17,99.19,1.05
643,su-9680,75,11,64.8,1.55
644,su-9613,74,3,32.98,1.54
645,su-9680,141,3,30.66,1.41
646,su-9649,74,14,43.9,1.1
647,su-9489,75,6,77.63,1.52
648,su-9610,74,29,7.01,1.59
649,su-9609,75,21,82.45,1.47
650,su-9588,75,3,99.64,1.07
651,su-9615,141,27,78.95,1.1
652,su-9666,74,24,7.37,1.55
653,su-9551,74,14,17.85,1.56
654,su-9543,141,18,71.49,1.32
655,su-9588,141,26,22.77,1.34
656,su-9513,74,29,67.85,1.48
657,su-9637,74,27,44.95,1.51
658,su-951,75,14,13.56,1.07
659,su-9615,75,5,33.32,1.01
660,su-9583,141,27,15.08,1.54
661,su-9614,141,7,84.44,1.11
662,su-9583,141,24,6.31,1.34
663,su-9570,74,3,83.54,1.26
664,su-9505,75,20,6.12,1.25
665,su-9484,141,25,88.73,1.19
666,su-9529,141,26,50.26,1.42
667,su-9481,74,12,95.89,1.45
668,su-9599,75,26,78.21,1.2
669,su-9672,141,30,20.21,1.41
670,su-9603,75,28,84.95,1.26
671,su-952,74,22,8.02,1.57
672,su-9621,141,15,81.81,1.56
673,su-9583,75,9,99.03,1.32
674,su-9501,75,30,26.37,1.35
675,su-9628,74,27,58.74,1.57
676,su-960,74,16,60.6,1.57
677,su-9558,141,12,92.58,1.33
678,su-9530,75,8,58.41,1.53
679,su-9618,141,21,62.1,1.52
680,su-9563,141,7,36.1,1.43
681,su-9530,75,7,22.64,1.18
682,su-961,141,16,46.26,1.45
683,su-9681,141,11,2.84,1.21
684,su-9563,74,9,20.08,1.54
685,su-9563,141,25,68.86,1.57
686,su-9491,75,22,45.45,1.56
687,su-960,75,29,92.09,1.5
688,su-9484,141,11,20.61,1.6
689,su-9513,74,5,67.77,1.06
690,su-951,75,13,6.98,1.33
691,su-9513,74,18,87.45,1.49
692,su-9492,75,17,96.37,1.26
693,su-9513,141,29,83.98,1.37
694,su-9496,75,19,89.99,1.08
695,su-9543,74,15,15.55,1.36
696,su-9551,74,12,49.24,1.58
697,su-9515,75,3,69.15,1.27
698,su-9615,75,14,63.98,1.41
699,su-9621,74,16,52.41,1.59
700,su-9603,75,26,54.31,1.37
701,su-9653,141,28,54.47,1.14
702,su-9615,75,5,84.79,1.09
703,su-9662,74,16,88.46,1.15
704,su-960,74,8,77.74,1.32
705,su-9676,141,8,22.0,1.32
706,su-9680,74,18,30.69,1.25
707,su-9670,75,3,81.48,1.19
708,su-952,74,27,88.42,1.43
709,su-9595,75,9,66.71,1.37
710,su-9496,74,9,82.55,1.17
711,su-9649,75,8,57.67,1.6
712,su-9543,74,24,58.56,1.32
713,su-9481,141,20,87.3,1.2
714,su-9637,141,25,40.3,1.16
715,su-9614,141,7,2.12,1.43
716,su-9599,74,13,82.55,1.45
717,su-9491,74,18,64.33,1.44
718,su-9484,74,29,97.55,1.4
719,su-9594,75,8,45.34,1.4
720,su-9491,141,29,62.27,1.13
721,su-9637,141,21,41.53,1.35
722,su-9670,74,17,84.67,1.3
723,su-9618,141,9,92.01,1.1
724,su-9530,75,24,82.23,1.44
725,su-9670,75,29,6.02,1.33
726,su-9676,75,9,68.04,1.57
727,su-9653,74,23,10.62,1.59
728,su-9529,141,8,7.81,1.4
729,su-9610,74,5,8.35,1.18
730,su-961,74,11,14.01,1.34
731,su-9583,141,30,41.68,1.35
732,su-9681,75,15,20.52,1.21
733,su-9649,74,21,54.22,1.4
734,su-9595,75,11,62.52,1.45
735,su-9563,141,11,18.32,1.43
736,su-961,141,12,81.78,1.48
737,su-961,141,9,51.7,1.19
738,su-960,74,3,14.43,1.35
739,su-9670,74,8,28.3,1.41
740,su-950,141,6,66.16,1.45
741,su-9570,74,29,69.26,1.23
742,su-9662,74,20,97.42,1.09
743,su-9563,74,18,19.26,1.09
744,su-9610,141,4,64.48,1.34
745,su-9594,74,4,75.22,1.16
746,su-9491,75,28,26.17,1.2
747,su-952,74,18,21.37,1.58
748,su-9570,141,30,17.74,1.18
749,su-9489,141,25,15.73,1.27
750,su-9672,75,12,15.74,1.19
751,su-9558,141,4,55.2,1.29
752,su-9543,74,19,21.96,1.18
753,su-9592,141,15,49.74,1.33
754,su-9672,75,30,37.78,1.16
755,su-9507,74,9,94.15,1.23
756,su-9505,141,7,13.46,1.29
757,su-9581,75,22,90.77,1.07
758,su-9491,75,27,41.65,1.6
759,su-9669,75,15,95.11,1.12
760,su-9562,74,27,37.89,1.3
761,su-960,141,10,26.66,1.04
762,su-951,74,19,32.61,1.19
763,su-9484,75,18,38.19,1.31
764,su-9592,75,16,29.67,1.18
765,su-9615,75,7,98.15,1.56
766,su-9621,74,3,16.54,1.21
767,su-9507,74,18,41.93,1.09
768,su-9530,74,22,18.16,1.18
769,su-950,141,4,95.27,1.45
770,su-961,141,15,72.5,1.2
771,su-9513,141,26,22.71,1.53
772,su-9507,74,22,6.38,1.43
